2.78,1,2.78,2,-2.4,-6.6,-27,9.868,7.137,21.015,-78.614,172.5,-72.867,-14.445,0.90862,-13.464,1,1
2.8,1,2.8,2,-2.4,-6.6,-27,9.82,7.005,20.475,-78.903,172.51,-73.136,-14.516,0.87869,-13.363,1,1
2.82,1,2.82,2,-2.4,-6.6,-27,9.772,6.873,19.935,-79.194,172.53,-73.402,-14.587,0.84872,-13.262,1,1
2.84,1,2.84,2,-2.4,-6.6,-27,9.724,6.741,19.395,-79.487,172.55,-73.666,-14.657,0.81869,-13.162,1,1
2.86,1,2.86,2,-2.4,-6.6,-27,9.676,6.609,18.855,-79.781,172.56,-73.928,-14.726,0.78863,-13.062,1,1
2.88,1,2.88,2,-2.4,-6.6,-27,9.628,6.477,18.315,-80.076,172.58,-74.189,-14.795,0.75853,-12.964,1,1
2.9,1,2.9,2,-2.4,-6.6,-27,9.58,6.345,17.775,-80.372,172.59,-74.447,-14.862,0.7284,-12.866,1,1
2.92,1,2.92,2,-2.4,-6.6,-27,9.532,6.213,17.235,-80.67,172.61,-74.703,-14.929,0.69824,-12.769,1,1
2.94,1,2.94,2,-2.4,-6.6,-27,9.484,6.081,16.695,-80.97,172.62,-74.958,-14.995,0.66805,-12.673,1,1
2.96,1,2.96,2,-2.4,-6.6,-27,9.436,5.949,16.155,-81.27,172.64,-75.21,-15.06,0.63785,-12.578,1,1
2.98,1,2.98,2,-2.4,-6.6,-27,9.388,5.817,15.615,-81.572,172.65,-75.461,-15.123,0.60763,-12.484,1,1
3,1,3,2,-2.4,-6.6,-27,9.34,5.685,15.075,-81.875,172.66,-75.709,-15.186,0.57741,-12.391,1,1
3.02,1,3.02,2,-2.4,-6.6,-27,9.292,5.553,14.535,-82.179,172.67,-75.956,-15.248,0.54718,-12.299,1,1
3.04,1,3.04,2,-2.4,-6.6,-27,9.244,5.421,13.995,-82.485,172.68,-76.201,-15.308,0.51695,-12.209,1,1
3.06,1,3.06,2,-2.4,-6.6,-27,9.196,5.289,13.455,-82.792,172.69,-76.445,-15.367,0.48672,-12.119,1,1
3.08,1,3.08,2,-2.4,-6.6,-27,9.148,5.157,12.915,-83.1,172.7,-76.686,-15.425,0.4565,-12.031,1,1
3.1,1,3.1,2,-2.4,-6.6,-27,9.1,5.025,12.375,-83.409,172.71,-76.926,-15.482,0.4263,-11.944,1,1
3.12,1,3.12,2,-2.4,-6.6,-27,9.052,4.893,11.835,-83.719,172.72,-77.164,-15.538,0.39612,-11.859,1,1
3.14,1,3.14,2,-2.4,-6.6,-27,9.004,4.761,11.295,-84.03,172.73,-77.4,-15.592,0.36595,-11.774,1,1
3.16,1,3.16,2,-2.4,-6.6,-27,8.956,4.629,10.755,-84.343,172.73,-77.635,-15.644,0.33582,-11.692,1,1
3.18,1,3.18,2,-2.4,-6.6,-27,8.908,4.497,10.215,-84.656,172.74,-77.868,-15.695,0.30571,-11.61,1,1
3.2,1,3.2,2,-2.4,-6.6,-27,8.86,4.365,9.675,-84.97,172.74,-78.099,-15.745,0.27565,-11.531,1,1
3.22,1,3.22,2,-2.4,-6.6,-27,8.812,4.233,9.135,-85.286,172.75,-78.329,-15.793,0.24562,-11.452,1,1
3.24,1,3.24,2,-2.4,-6.6,-27,8.764,4.101,8.595,-85.602,172.75,-78.558,-15.84,0.21564,-11.376,1,1
3.26,1,3.26,2,-2.4,-6.6,-27,8.716,3.969,8.055,-85.919,172.76,-78.784,-15.885,0.18571,-11.301,1,1
3.28,1,3.28,2,-2.4,-6.6,-27,8.668,3.837,7.515,-86.238,172.76,-79.01,-15.928,0.15584,-11.228,1,1
3.3,1,3.3,2,-2.4,-6.6,-27,8.62,3.705,6.975,-86.557,172.76,-79.233,-15.97,0.12602,-11.156,1,1
3.32,1,3.32,2,-2.4,-6.6,-27,8.572,3.573,6.435,-86.876,172.77,-79.456,-16.01,0.096264,-11.086,1,1
3.34,1,3.34,3,-2.3644,-6.5022,-26.6,8.5241,3.4413,5.8963,-87.196,172.77,-79.676,-15.81,0.065663,-10.855,1,1
3.36,1,3.36,3,-2.2578,-6.2089,-25.4,8.4779,3.3142,5.3763,-87.506,172.77,-79.888,-15.13,0.03587,-10.306,1,1
